snapshot,trial,arm,coverage_category,status,number_eligible,number_selected,number_activated,eligible_pf_ids,selected_pf_ids,selected_intersect_eligible,selected_but_ineligible,eligible_not_selected,pf_order,base_action,revision_action,executed_action,score,cost,optimal,top2,score_difference
S01,9,B,CLEAR_SUPPORT,valid,2,1,1,evidence_collection;dependency_trace,evidence_collection,evidence_collection,,dependency_trace,evidence_collection,C,D,D,1.3333333333333333,1,True,True,1.0
S01,9,C,CLEAR_SUPPORT,valid,2,,2,evidence_collection;dependency_trace,,,,,evidence_collection;dependency_trace,C,F,F,0.4,5,False,False,0.06666666666666671
S02,9,A,CLEAR_SUPPORT,valid,2,,0,evidence_collection;comparison_experiment,,,,,,C,,C,0.25,4,False,True,0.0
S02,9,D,CLEAR_SUPPORT,valid,2,,0,evidence_collection;comparison_experiment,,,,,,C,C,C,0.25,4,False,True,0.0
S02,9,B,CLEAR_SUPPORT,valid,2,2,1,evidence_collection;comparison_experiment,comparison_experiment;request_id_trace,comparison_experiment,request_id_trace,evidence_collection,comparison_experiment;request_id_trace,C,F,F,0.2,5,False,False,-0.04999999999999999
S02,9,C,CLEAR_SUPPORT,valid,2,,2,evidence_collection;comparison_experiment,,,,,evidence_collection;comparison_experiment,C,F,F,0.2,5,False,False,-0.04999999999999999
S03,9,A,NO_CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;dependency_trace,,,,,,C,,C,0.0,4,False,False,0.0
S03,9,D,NO_CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;dependency_trace,,,,,,C,F,F,0.2,5,False,True,0.2
S03,9,B,NO_CLEAR_SUPPORT,valid,3,1,1,evidence_collection;request_id_trace;dependency_trace,evidence_collection,evidence_collection,,request_id_trace;dependency_trace,evidence_collection,C,D,D,0.0,1,False,False,0.0
S03,9,C,NO_CLEAR_SUPPORT,valid,3,,3,evidence_collection;request_id_trace;dependency_trace,,,,,evidence_collection;request_id_trace;dependency_trace,C,A,A,0.0,3,False,False,0.0
S04,9,A,AMBIGUOUS_SUPPORT,valid,3,,0,request_id_trace;dependency_trace;binary_isolation,,,,,,C,,C,0.0,4,False,False,0.0
S04,9,D,AMBIGUOUS_SUPPORT,valid,3,,0,request_id_trace;dependency_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
S04,9,B,AMBIGUOUS_SUPPORT,valid,3,2,1,request_id_trace;dependency_trace;binary_isolation,evidence_collection;request_id_trace,request_id_trace,evidence_collection,dependency_trace;binary_isolation,evidence_collection;request_id_trace,C,A,A,0.0,3,False,False,0.0
S04,9,C,AMBIGUOUS_SUPPORT,valid,3,,3,request_id_trace;dependency_trace;binary_isolation,,,,,request_id_trace;dependency_trace;binary_isolation,C,C,C,0.0,4,False,False,0.0
S05,9,A,CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,C,,C,0.3333333333333333,4,False,False,0.0
S05,9,D,CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,C,C,C,0.3333333333333333,4,False,False,0.0
S05,9,B,CLEAR_SUPPORT,valid,2,1,1,evidence_collection;request_id_trace,evidence_collection,evidence_collection,,request_id_trace,evidence_collection,C,A,A,0.0,3,False,False,-0.3333333333333333
S05,9,C,CLEAR_SUPPORT,valid,2,,2,evidence_collection;request_id_trace,,,,,evidence_collection;request_id_trace,C,A,A,0.0,3,False,False,-0.3333333333333333
S06,9,A,CLEAR_SUPPORT,valid,3,,0,evidence_collection;comparison_experiment;dependency_trace,,,,,,C,,C,0.25,4,False,True,0.0
S06,9,D,CLEAR_SUPPORT,valid,3,,0,evidence_collection;comparison_experiment;dependency_trace,,,,,,C,C,C,0.25,4,False,True,0.0
S06,9,B,CLEAR_SUPPORT,valid,3,1,1,evidence_collection;comparison_experiment;dependency_trace,comparison_experiment,comparison_experiment,,evidence_collection;dependency_trace,comparison_experiment,C,F,F,0.2,5,False,False,-0.04999999999999999
S06,9,C,CLEAR_SUPPORT,valid,3,,3,evidence_collection;comparison_experiment;dependency_trace,,,,,evidence_collection;comparison_experiment;dependency_trace,C,D,D,1.0,1,True,True,0.75
S07,9,A,AMBIGUOUS_SUPPORT,valid,2,,0,dependency_trace;binary_isolation,,,,,,C,,C,0.0,4,False,False,0.0
S07,9,D,AMBIGUOUS_SUPPORT,valid,2,,0,dependency_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
S07,9,B,AMBIGUOUS_SUPPORT,valid,2,1,0,dependency_trace;binary_isolation,request_id_trace,,request_id_trace,dependency_trace;binary_isolation,request_id_trace,C,,C,0.0,4,False,False,0.0
S07,9,C,AMBIGUOUS_SUPPORT,valid,2,,2,dependency_trace;binary_isolation,,,,,dependency_trace;binary_isolation,C,F,F,0.2,5,False,True,0.2
S08,9,A,CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;comparison_experiment,,,,,,C,,C,0.25,4,False,True,0.0
S08,9,D,CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;comparison_experiment,,,,,,C,C,C,0.25,4,False,True,0.0
S08,9,B,CLEAR_SUPPORT,valid,3,1,1,evidence_collection;request_id_trace;comparison_experiment,evidence_collection,evidence_collection,,request_id_trace;comparison_experiment,evidence_collection,C,A,A,0.0,3,False,False,-0.25
S08,9,C,CLEAR_SUPPORT,valid,3,,3,evidence_collection;request_id_trace;comparison_experiment,,,,,evidence_collection;request_id_trace;comparison_experiment,C,A,A,0.0,3,False,False,-0.25
S09,9,A,NO_CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,A,,A,0.0,3,False,False,0.0
S09,9,D,NO_CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,A,C,C,0.0,4,False,False,0.0
S09,9,B,NO_CLEAR_SUPPORT,valid,2,1,1,evidence_collection;request_id_trace,request_id_trace,request_id_trace,,evidence_collection,request_id_trace,A,A,A,0.0,3,False,False,0.0
S09,9,C,NO_CLEAR_SUPPORT,valid,2,,2,evidence_collection;request_id_trace,,,,,evidence_collection;request_id_trace,A,A,A,0.0,3,False,False,0.0
S10,9,A,AMBIGUOUS_SUPPORT,valid,2,,0,request_id_trace;binary_isolation,,,,,,C,,C,0.0,4,False,False,0.0
S10,9,D,AMBIGUOUS_SUPPORT,valid,2,,0,request_id_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
S10,9,B,AMBIGUOUS_SUPPORT,valid,2,1,1,request_id_trace;binary_isolation,request_id_trace,request_id_trace,,binary_isolation,request_id_trace,C,A,A,0.0,3,False,False,0.0
S10,9,C,AMBIGUOUS_SUPPORT,valid,2,,2,request_id_trace;binary_isolation,,,,,request_id_trace;binary_isolation,C,F,F,0.2,5,False,True,0.2
S01,10,A,CLEAR_SUPPORT,valid,2,,0,evidence_collection;dependency_trace,,,,,,C,,C,0.3333333333333333,4,False,False,0.0
S01,10,B,CLEAR_SUPPORT,valid,2,1,1,evidence_collection;dependency_trace,evidence_collection,evidence_collection,,dependency_trace,evidence_collection,C,A,A,0.0,3,False,False,-0.3333333333333333
S01,10,C,CLEAR_SUPPORT,valid,2,,2,evidence_collection;dependency_trace,,,,,evidence_collection;dependency_trace,C,F,F,0.4,5,False,False,0.06666666666666671
S01,10,D,CLEAR_SUPPORT,valid,2,,0,evidence_collection;dependency_trace,,,,,,C,C,C,0.3333333333333333,4,False,False,0.0
S02,10,A,CLEAR_SUPPORT,valid,2,,0,evidence_collection;comparison_experiment,,,,,,C,,C,0.25,4,False,True,0.0
S02,10,B,CLEAR_SUPPORT,valid,2,2,1,evidence_collection;comparison_experiment,evidence_collection;request_id_trace,evidence_collection,request_id_trace,comparison_experiment,evidence_collection;request_id_trace,C,A,A,0.0,3,False,False,-0.25
S02,10,C,CLEAR_SUPPORT,valid,2,,2,evidence_collection;comparison_experiment,,,,,evidence_collection;comparison_experiment,C,F,F,0.2,5,False,False,-0.04999999999999999
S02,10,D,CLEAR_SUPPORT,valid,2,,0,evidence_collection;comparison_experiment,,,,,,C,C,C,0.25,4,False,True,0.0
S03,10,A,NO_CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;dependency_trace,,,,,,F,,F,0.2,5,False,True,0.0
S03,10,B,NO_CLEAR_SUPPORT,valid,3,2,2,evidence_collection;request_id_trace;dependency_trace,dependency_trace;evidence_collection,dependency_trace;evidence_collection,,request_id_trace,dependency_trace;evidence_collection,F,D,D,0.0,1,False,False,-0.2
S03,10,C,NO_CLEAR_SUPPORT,valid,3,,3,evidence_collection;request_id_trace;dependency_trace,,,,,evidence_collection;request_id_trace;dependency_trace,F,A,A,0.0,3,False,False,-0.2
S03,10,D,NO_CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;dependency_trace,,,,,,F,C,C,0.0,4,False,False,-0.2
S04,10,A,AMBIGUOUS_SUPPORT,valid,3,,0,request_id_trace;dependency_trace;binary_isolation,,,,,,C,,C,0.0,4,False,False,0.0
S04,10,B,AMBIGUOUS_SUPPORT,valid,3,1,1,request_id_trace;dependency_trace;binary_isolation,request_id_trace,request_id_trace,,dependency_trace;binary_isolation,request_id_trace,C,A,A,0.0,3,False,False,0.0
S04,10,C,AMBIGUOUS_SUPPORT,valid,3,,3,request_id_trace;dependency_trace;binary_isolation,,,,,request_id_trace;dependency_trace;binary_isolation,C,A,A,0.0,3,False,False,0.0
S04,10,D,AMBIGUOUS_SUPPORT,valid,3,,0,request_id_trace;dependency_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
S05,10,A,CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,C,,C,0.3333333333333333,4,False,False,0.0
S05,10,B,CLEAR_SUPPORT,valid,2,1,1,evidence_collection;request_id_trace,evidence_collection,evidence_collection,,request_id_trace,evidence_collection,C,A,A,0.0,3,False,False,-0.3333333333333333
S05,10,C,CLEAR_SUPPORT,valid,2,,2,evidence_collection;request_id_trace,,,,,evidence_collection;request_id_trace,C,A,A,0.0,3,False,False,-0.3333333333333333
S05,10,D,CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,C,C,C,0.3333333333333333,4,False,False,0.0
S06,10,A,CLEAR_SUPPORT,valid,3,,0,evidence_collection;comparison_experiment;dependency_trace,,,,,,C,,C,0.25,4,False,True,0.0
S06,10,B,CLEAR_SUPPORT,valid,3,2,1,evidence_collection;comparison_experiment;dependency_trace,evidence_collection;request_id_trace,evidence_collection,request_id_trace,comparison_experiment;dependency_trace,evidence_collection;request_id_trace,C,D,D,1.0,1,True,True,0.75
S06,10,C,CLEAR_SUPPORT,valid,3,,3,evidence_collection;comparison_experiment;dependency_trace,,,,,evidence_collection;comparison_experiment;dependency_trace,C,F,F,0.2,5,False,False,-0.04999999999999999
S06,10,D,CLEAR_SUPPORT,valid,3,,0,evidence_collection;comparison_experiment;dependency_trace,,,,,,C,C,C,0.25,4,False,True,0.0
S07,10,A,AMBIGUOUS_SUPPORT,valid,2,,0,dependency_trace;binary_isolation,,,,,,C,,C,0.0,4,False,False,0.0
S07,10,B,AMBIGUOUS_SUPPORT,valid,2,1,0,dependency_trace;binary_isolation,evidence_collection,,evidence_collection,dependency_trace;binary_isolation,evidence_collection,C,,C,0.0,4,False,False,0.0
S07,10,C,AMBIGUOUS_SUPPORT,valid,2,,2,dependency_trace;binary_isolation,,,,,dependency_trace;binary_isolation,C,F,F,0.2,5,False,True,0.2
S07,10,D,AMBIGUOUS_SUPPORT,valid,2,,0,dependency_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
S08,10,A,CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;comparison_experiment,,,,,,C,,C,0.25,4,False,True,0.0
S08,10,B,CLEAR_SUPPORT,valid,3,2,2,evidence_collection;request_id_trace;comparison_experiment,evidence_collection;request_id_trace,evidence_collection;request_id_trace,,comparison_experiment,evidence_collection;request_id_trace,C,A,A,0.0,3,False,False,-0.25
S08,10,C,CLEAR_SUPPORT,valid,3,,3,evidence_collection;request_id_trace;comparison_experiment,,,,,evidence_collection;request_id_trace;comparison_experiment,C,A,A,0.0,3,False,False,-0.25
S08,10,D,CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;comparison_experiment,,,,,,C,C,C,0.25,4,False,True,0.0
S09,10,A,NO_CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,A,,A,0.0,3,False,False,0.0
S09,10,B,NO_CLEAR_SUPPORT,valid,2,1,1,evidence_collection;request_id_trace,evidence_collection,evidence_collection,,request_id_trace,evidence_collection,A,D,D,0.0,1,False,False,0.0
S09,10,C,NO_CLEAR_SUPPORT,valid,2,,2,evidence_collection;request_id_trace,,,,,evidence_collection;request_id_trace,A,A,A,0.0,3,False,False,0.0
S09,10,D,NO_CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,A,C,C,0.0,4,False,False,0.0
S10,10,A,AMBIGUOUS_SUPPORT,valid,2,,0,request_id_trace;binary_isolation,,,,,,C,,C,0.0,4,False,False,0.0
S10,10,B,AMBIGUOUS_SUPPORT,valid,2,1,0,request_id_trace;binary_isolation,evidence_collection,,evidence_collection,request_id_trace;binary_isolation,evidence_collection,C,,C,0.0,4,False,False,0.0
S10,10,C,AMBIGUOUS_SUPPORT,valid,2,,2,request_id_trace;binary_isolation,,,,,request_id_trace;binary_isolation,C,F,F,0.2,5,False,True,0.2
S10,10,D,AMBIGUOUS_SUPPORT,valid,2,,0,request_id_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
